latitude,longitude,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl,bezeichnung,betreiber,barrierefrei,oeffnungszeiten,telefon_festnetz,telefon_mobil,email,website
54.0846917916557,12.1132492082427,68b314f0-f7d8-11e4-bb9f-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Parkstr.,"07490",58,,"18057",Hansa-Apotheke,Schröder und Weiß OHG,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 2003497,,hansa@apo-rostock.de,https://www.apo-rostock.de/
54.1006100652987,12.0772688278035,68c48546-f7d8-11e4-bba4-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Schulenburgstr.,"02680",20,,"18069",Rosen-Apotheke,Paul Helm e.K.,1,"Mo-Fr 08:00-18:00; Sa 08:00-12:00 ",+49 381 8096280,,rosen-apotheke-rostock@t-online.de,https://www.rosen-apotheke-rostock.de/
54.1376369683991,12.0581736427255,080cb66e-fedc-11e9-aaf8-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Trelleborger Str.,"10450",10,a,"18107",DocMorris,DocMorris N.V.,,"Mo-Fr 08:00-19:00; Sa 09:00-18:00",+49 381 4468940,,service@docmorris.de,https://www.docmorris.de/
54.1228759702274,12.0600133844391,68f907f8-f7d8-11e4-bbb3-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Bertolt-Brecht-Str.,"01340",23,,"18106",Nordwest-Apotheke,Kerstin Krause e.Kfr.,1,"Mo-Fr 08:00-18:30; Sa 08:00-13:00",+49 381 7611023,,info@nordwestapotheke.de,https://www.nordwestapotheke.de/
54.0875470746383,12.1359085498405,6919a292-f7d8-11e4-bbbc-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Kröpeliner Str.,"06290",26,,"18055",Alpha-Apotheke im Rostocker Hof,Anja Sellin e.Kfr.,1,"Mo-Fr 08:00-19:00; Sa 10:00-18:00",+49 381 29495361,,info@alphaapotheke-rostock.de,https://www.alphaapotheke-rostock.de/
54.0909235894441,12.142835948887,68d25c34-f7d8-11e4-bba8-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Grubenstr.,"03160",20,,"18055",Altstadt-Apotheke,Monika Runge e.Kfr.,0,"Mo-Fr 08:00-18:30; Sa 08:00-12:00",+49 381 4590409,,altstadtapotheke-hro@t-online.de,https://www.altstadt-apotheke-rostock.de/apotheke/willkommen.htm
54.1034578763145,12.1661481581819,68c7fd52-f7d8-11e4-bba5-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Hannes-Meyer-Platz,"03310",7,,"18146",Apotheke im Ärztehaus Dierkow,Hendrik Krünägel e.K.,1,"Mo-Fr 07:30-18:00; Sa 09:00-12:00",+49 381 697100,,service@apotheke-rostock-dierkow.de,https://www.apotheke-rostock-dierkow.de/
54.1388133178296,12.0488597148819,6882cf5c-f7d8-11e4-bb92-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Warnowallee,"09530",25,,"18107",Apotheke in der Mehrzweckhalle,Astrid Hollien e.Kfr.,1,"Mo-Fr 09:00-17:00; Sa 09:00-12:00",+49 381 5109860,,info@apotheke-mehrzweckhalle.de,https://www.apotheke-mehrzweckhalle.de/
54.0840083945034,12.1351044760072,6927d9d4-f7d8-11e4-bbc0-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Augustenstr.,"00970",103,,"18055",Augusten-Apotheke,Eva Wolff e.Kfr.,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 455119,,info@augusten-apotheke.de,https://augusten-apotheke.de/start.html
54.0909887893111,12.1149443826296,692b8980-f7d8-11e4-bbc1-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Doberaner Str.,"01860",43,b,"18057",Fritz-Reuter-Apotheke,Dr. Roland Müller e.K.,0,Mo-Fr 08:00-18:00,+49 381 4932220,,frapo-rostock@t-online.de,https://www.apotheke-fritz-reuter.de/
54.1043346441625,12.1678969383624,68e3c6d6-f7d8-11e4-bbad-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Hannes-Meyer-Platz,"03310",25,,"18146",Greif-Apotheke,Jürgen Bummert e.K.,1,"Mo-Fr 08:00-18:00; Sa 08:00-12:30",+49 381 690409,,greif@neuland-apotheken.de,https://www.neuland-apotheken.de/greif-apotheke.html
54.0876868453228,12.1371155682514,688c2480-f7d8-11e4-bb94-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Rostocker Heide,"08070",2,,"18055",Hopfenmarkt-Apotheke,Ralf Schuster,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 4909434,,info@hopfenmarkt-apotheke-rostock.de,https://www.hopfenmarkt-apotheke.de/
54.0858626983079,12.1186345131183,68937b0e-f7d8-11e4-bb96-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Wismarsche Str.,"09860",32,,"18057",Linden-Apotheke,Dr. Christian Koppe e.K.,1,Mo-Fr 08:00-18:00,+49 381 4930200,,lindenapohro@t-online.de,https://www.linden-apotheke-rostock.de/
54.0831810386022,12.1395971846652,68f54f96-f7d8-11e4-bbb2-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Paulstr.,"07540",48,,"18055",Steintor-Apotheke,Jürgen Bummert e.K.,1,"Mo,Di,Do 07:30-18:00; Mi,Fr 07:30-17:00",+49 381 4930220,,steintor@neuland-apotheken.de,https://www.neuland-apotheken.de/steintor-apotheke.html
54.0826702391668,12.1414278610821,692435fe-f7d8-11e4-bbbf-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Blücherstr.,"01440",89,,"18055",St.-Georg-Apotheke,Jörg Fenner,0,"Mo-Fr 08:00-18:30; Sa 09:00-12:00",+49 381 4923424,,,https://www.apotheken.de/18055/rostock/st-georg-apotheke/
54.0710082016757,12.1176800782118,68bd9150-f7d8-11e4-bba2-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Nobelstr.,"07420",50,,"18059",Südstadt-Center-Apotheke,Jürgen Bummert e.K.,1,"Mo-Fr 08:00-18:00; Sa 08:00-13:00",+49 381 4053210,,suedstadtcenter@neuland-apotheken.de,https://www.neuland-apotheken.de/suedstadt-center-apotheke
54.0868803913182,12.1265821579909,6d97eb10-2168-4b27-8208-68f420fd066f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Am Vögenteich,"09790",25,a,"18055",Valetudo-Apotheke,Dr. Walter Nestle,,"Mo-Fr 08:30-13:00; Mo,Di,Do,Fr 14:00-17:00",+49 381 51079963,,kontakt@valetudo-apotheke.de,https://valetudo-apotheke.de/
54.1438158402966,12.0501606881937,691619e2-f7d8-11e4-bbbb-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Turkuer Str.,"09080",57,,"18107",Neptun-Apotheke,Dr. Andreas Toman e.K.,1,"Mo-Fr 08:00-18:00; Sa 08:00-12:00",+49 381 80699500,,info@luetten-kleiner-apotheke.de,https://www.luetten-kleiner-apotheke.de/
54.0877834972901,12.1032085582703,68af8916-f7d8-11e4-bb9e-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hansaviertel,"0014",Schillingallee,"09370",28,,"18057",John-Brinckman-Apotheke,Schröder und Weiß OHG,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 2002457,,info@apo-rostock.de,https://www.apo-rostock.de/
54.0992221766409,12.0733839684729,68dcd3e4-f7d8-11e4-bbab-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Goerdelerstr.,"06370",50,,"18069",Apotheke in der Reuterpassage,Axel C. Pohlmann e.K.,1,"Mo-Fr 08:00-19:00; Sa 08:00-14:00",+49 381 260531304,,info@gesundcenter.de,https://www.gesundcenter.de/
54.0918544013899,12.1499717811488,68cb6c30-f7d8-11e4-bba6-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Gaffelschonerweg,"13520",14,,"18055",Apotheke Holzhalbinsel,Paul Helm e.K.,1,"Mo-Fr 08:30-19:00; Sa 09:00-16:00",+49 381 44436590,,apotheke.holzhalbinsel@t-online.de,https://www.apotheke-holzhalbinsel-rostock.de/
54.1762702203296,12.0797434420377,68fcd28e-f7d8-11e4-bbb4-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Mühlenstr.,"07100",45,,"18119",Mühlen-Apotheke,Florian Plümer e.K.,1,"Mo-Fr 08:00-18:00; Sa 08:30-12:30",+49 381 5194976,,muehlen@apotheke-warnemuende.de,https://www.apotheke-warnemuende.de/
54.0763082699561,12.1214231939483,68a19e3c-f7d8-11e4-bb9a-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Pütterweg,"07760",1,,"18059",Apotheke an der Stadthalle,Katja Westendorf e.Kfr.,1,"Mo-Fr 08:00-20:00; Sa 08:00-16:00",+49 381 448437,,apostadthallerostock@gmail.com,https://www.apo-an-der-stadthalle-rostock.de/
54.1390882901781,12.0567703367829,688fb53c-f7d8-11e4-bb95-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",St.-Petersburger Str.,"06530",18,b,"18107",Apotheke 24 am Boulevard Lütten Klein,Melanie Winkler e.Kfr.,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 4405075,,info@apo24-rostock.de,https://www.apotheke24-rostock.de/
54.1473200166156,12.0730609416566,690efe82-f7d8-11e4-bbb9-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Schiffbauerring,"08210",19,,"18109",Apotheke Groß Klein,Stefan Dreyer e.K.,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 1209942,,,https://www.apotheken.de/18109/rostock/apotheke-gross-klein/
54.1515908930944,12.0724524846808,690473b8-f7d8-11e4-bbb6-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Schiffbauerring,"08210",60,,"18109",Apotheke Klenow Tor,Apotheke Klenow Tor OHG,1,"Mo-Fr 08:00-18:30; Sa 08:00-12:30",+49 381 127150,,info@apotheke-klenowtor.de,https://www.apotheke-klenowtor-app.de/
54.1122419242093,12.1380595855856,68a51760-f7d8-11e4-bb9b-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Joliot-Curie-Allee,"04180",49,,"18147",Cityblick-Apotheke,Angela Schwebke-Wenzel e.Kfr.,1,"Mo,Mi-Fr 08:00-18:00; Di 08:00-18:30; Sa 08:00-12:00",+49 381 6867030,,mail@cityblick-apotheke.de,https://www.cityblick-apotheke.de/apotheke/willkommen.htm
54.1385637016252,12.0553887796104,68f1dbfe-f7d8-11e4-bbb1-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Warnowallee,"09530",31,,"18107",Aesculap-Apotheke,Axel Pudimat e.K.,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 7611227,,post@aesculap-apotheke-rostock.de,https://aesculap-apotheke-rostock.de/
54.087801423474,12.1228617538329,68ee6438-f7d8-11e4-bbb0-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Wismarsche Str.,"09860",4,,"18057",Apotheke am Brink,Katja Westendorf e.Kfr.,1,"Mo-Fr 08:00-18:30; Sa 09:00-12:00",+49 381 3750867,,info@apo-am-brink.de,https://www.apo-am-brink.de/
54.0876420345307,12.1237936481207,68d9569c-f7d8-11e4-bbaa-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Stampfmüllerstr.,"08700",41,,"18057",Apotheke am Doberaner Platz,Dr. Sandra Möller e. Kfr.,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 4995121,,info@apotheke-am-doberaner-platz-rostock.de,https://www.apotheke-am-doberaner-platz-rostock.de/
54.1700914895986,12.0839249300926,2dbac812-70b8-11e5-88ff-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Lortzingstr.,"06710",16,,"18119",Apotheke am Molenfeuer,Angela Dreyer e.Kfr.,1,"Mo-Fr 08:00-18:00; Sa 09:00-12:00",+49 381 46007380,,info@apotheke-am-molenfeuer.de,https://www.apotheke-am-molenfeuer.de/
54.1523395598589,12.0644274654092,69128cc8-f7d8-11e4-bbba-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lichtenhagen,"0008",Güstrower Str.,"07410",6,a,"18109",Apotheke Lichtenhagen,Dr. Christoph Schümann e.K.,1,"Mo-Fr 08:00-18:30; Sa 08:00-12:30",+49 381 7612133,,info@apothekelichtenhagen.de,https://www.apothekelichtenhagen.de/
54.1373147972624,12.059084768325,687ca7bc-f7d8-11e4-bb91-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Trelleborger Str.,"10450",10,c,"18107",Apotheke Lütten Klein,Hinrich Remer e.K.,,Mo-Fr 08:00-18:00,+49 381 778230,,rostock@pharmagreen.de,https://www.pharmagreen.de/
54.0887715126225,12.1325700885753,ef3cf771-1a61-4979-9e70-4008dd9162d3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Zur Himmelspforte,"13410",2,,"18055",Apotheke Zur Himmelspforte,Alf Graeßner e.K.,,Mo-Fr 08:00-18:00,+49 381 25221842,,info@apotheke-zur-himmelspforte.de,https://www.apotheke-zur-himmelspforte.de/
54.1340872750876,12.071511167354,6907f51a-f7d8-11e4-bbb7-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schmarl,"0012",Kolumbusring,"07130",61,,"18106",Pinguin-Apotheke,Dr. Andreas Toman e.K.,1,"Mo-Fr 08:00-18:00; Sa 08:00-12:00",+49 381 1202478,,info@schmarler-apotheke.de,https://www.schmarler-apotheke.de/
54.0939716328547,12.1080496822049,68b6a016-f7d8-11e4-bba0-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Werftstr.,"09680",50,,"18057",Werft-Apotheke,Matthias Schmidt e.K.,1,"Mo-Fr 08:30-18:30; Sa 09:00-16:00",+49 381 3754400,,kontakt@werftapotheke.de,https://www.werftapotheke.de/
