latitude,longitude,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl,art,bezeichnung,traeger_bezeichnung,traeger_art,konzept,plaetze,barrierefrei,betreuungszeiten,telefon_festnetz,telefon_mobil,email,website
54.0989249359947,12.1205986359117,38551af7-d884-4a47-850f-18e3cd93a991,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gehlsdorf,"0025",Fährstr.,"02330",25,,"18147",Kindergarten,Michaelshof (Kindergarten),Evangelische Stiftung Michaelshof,kirchlich,,69,,Mo-Fr 06:00-18:00,+49 381 645257,,kindergarten@michaelshof.de,
54.1230842172545,12.0534463190159,d681fd3d-262e-4443-ab43-35dcccec4f6b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Maxim-Gorki-Str.,"06940",28,,"18106",Kinderkrippe,Maxim-Gorki-Straße,Integral gGmbH,kommerziell,,60,,Mo-Fr 06:00-17:30,+49 381 7620320,,gorki@kita-integral.de,
54.0722013125405,12.1259550266245,bd74f5c9-5df9-442a-b1da-066ab16b2eae,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Mendelejewstr.,"06970",18,,"18059",Kinderkrippe,St. Martin,Katholische Pfarrei Herz Jesu Rostock,kirchlich,,24,,Mo-Fr 06:30-17:00,+49 381 442043,,st.martin@christus-rostock.de,
54.1030029644123,12.1691729406494,e1790803-da27-4afe-81f7-c2756da118be,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Georg-Adolf-Demmler-Str.,"02670",12,,"18146",Kinderkrippe,Hein Hannemann,Lebenshilfe Rostock und Umland gGmbH,gewerblich-privat,,24,,Mo-Fr 06:00-17:00,+49 381 681290,,kita@lebenshilfe-rostock.de,
54.1510880921491,12.082454621279,55412b45-4157-488f-93e6-0f4f1d97013d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Werftallee,"09670",25,,"18109",Kindergarten,Klein und Groß (ILL),Institut Lernen und Leben e.V.,gewerblich-privat,,66,,Mo-Fr 06:00-18:00,+49 381 25276688,,kitakleinundgross@ill-ev.de,
54.1469298253146,12.0635425470883,ebbe463b-dfd7-4625-8e2d-151d08c9a863,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lichtenhagen,"0008",Ratzeburger Str.,"04310",6,,"18109",Kinderkrippe,Sonnenblume,Institut Lernen und Leben e.V.,gewerblich-privat,,66,,Mo-Fr 06:00-18:00,+49 381 711008,,kitahaussonnenblume@ill-ev.de,
54.0740833482506,12.1799099717023,3ce2fa55-de90-41b2-ba88-bba06ef9003f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Heinrich-Engel-Weg,"12150",11,,"18055",Kindergarten,Europakindergarten,Institut Lernen und Leben e.V.,gewerblich-privat,,72,,Mo-Fr 06:00-18:00,+49 381 683668,,europakita-rostock@ill-ev.de,
54.1510880921491,12.082454621279,085bee0b-8ab9-4e38-bc41-0531384d981e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Werftallee,"09670",25,,"18109",Kinderkrippe,Klein und Groß (ILL),Institut Lernen und Leben e.V.,gewerblich-privat,,36,,Mo-Fr 06:00-18:00,+49 381 25276688,,kitakleinundgross@ill-ev.de,
54.090737774782,12.0860987389268,649e986a-640d-4a63-8f5b-10a903cb3d9e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Humperdinckstr.,"03760",12,,"18069",Kindergarten,Humperdinckstraße Flex,Gesellschaft für Gesundheit und Pädagogik mbH,kommerziell,,140,,Mo-So 00:00-00:00,+49 381 82603,,sandra.demirci@ggp-gruppe.de,
54.090737774782,12.0860987389268,84817cdb-ef39-4249-a17a-235d41f9100c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Humperdinckstr.,"03760",12,,"18069",Kinderkrippe,Humperdinckstraße Flex,Gesellschaft für Gesundheit und Pädagogik mbH,kommerziell,,80,,Mo-So 00:00-00:00,+49 381 82603,,sandra.demirci@ggp-gruppe.de,
54.085865149184,12.135985836908,ac3a3756-2117-4ad1-98a4-f1f37f93832c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Hermannstr.,"03550",36,,"18055",Kinderkrippe,Kellermäuse,Ökohaus e.V.,gewerblich-privat,,2,,Mo-Fr 07:00-17:00,+49 381 4922912,,kinderladen@oekohaus-rostock.de,
54.1129945044333,12.1399337354217,cab9eb96-ff9c-429f-8252-dac8826853c4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Pablo-Picasso-Str.,"07450",36,,"18147",Kindergarten,Seestern,Arbeiter-Samariter-Bund Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,157,,Mo-Fr 06:00-20:30,+49 381 6865049,,kita.seestern@asb-rostock.de,
54.0665176611278,12.1144241420692,7bbabe8b-9dba-4539-ae6c-9d900fc6bbee,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Ernst-Haeckel-Str.,"02210",1,,"18059",Kinderkrippe,Ernst-Haeckel-Straße,Gesellschaft für Gesundheit und Pädagogik mbH,kommerziell,,16,,Mo-Fr 06:00-17:00,+49 381 4000419,,manuela.mantei@ggp-gruppe.de,
54.0665176611278,12.1144241420692,959ab6c1-ad3a-4ba1-a283-567605ac68c6,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Ernst-Haeckel-Str.,"02210",1,,"18059",Kindergarten,Ernst-Haeckel-Straße,Gesellschaft für Gesundheit und Pädagogik mbH,kommerziell,,29,,Mo-Fr 06:00-17:00,+49 381 4000419,,manuela.mantei@ggp-gruppe.de,
54.090770116304,12.1238100696352,6d6568fb-ea2a-4607-ad6b-16864575ea6c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Patriotischer Weg,"07520",120,,"18057",Kindergarten,Universitas,PRIVATSCHULE UNIVERSITAS gGmbH,kommerziell,,16,,Mo-Fr 07:00-18:00,+49 381 453774330,,mail@universitas-rostock.de,
54.0896507695041,12.1448699105851,5037a297-2225-45cf-ac95-f144fe3e282c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Fischbank,"02420",6,,"18055",Kinderkrippe,Kinderhaus Fischbank,Institut Lernen und Leben e.V.,gewerblich-privat,,48,,Mo-Fr 06:00-19:00,+49 381 4995096,,kitafischbankrostock@ill-ev.de,
54.09143628368,12.1386190551223,93e7164b-2937-488c-8cab-d0c2aacf2397,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Burgwall,"01660",32,,"18055",Kinderkrippe,Buntes Kinderhaus,Arbeiter-Samariter-Bund Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,32,,Mo-Fr 06:00-17:00,+49 381 25311,,kita.bunteskinderhaus@asb-rostock.de,
54.1516187946313,12.0620763030919,bc3ab152-0784-4c70-8404-a3ac063b51e1,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lichtenhagen,"0008",Putbuser Str.,"02140",10,,"18109",Kinderkrippe,Lotsenkinder,Institut Lernen und Leben e.V.,gewerblich-privat,,18,,Mo-Fr 06:00-18:00,+49 381 51056782,,kitalotsenkinder@ill-ev.de,
54.1159733400495,12.1012992867738,d3d417cf-821d-4824-8bb9-6ca43891cc3e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gehlsdorf,"0025",Backbordstr.,"13310",3,,"18147",Kinderkrippe,Am Gehlsdorfer Ufer,Institut Lernen und Leben e.V.,gewerblich-privat,,32,,Mo-Fr 06:00-18:00,+49 381 66618760,,kitaamgehlsdorferufer@ill-ev.de,
