"Zeit","Gebiet","Objekt","Produktgruppe","Produkt","Melder","Produzent","Verwendungszweck","Abnehmer","Bio/Konv","Einheit","Wert","Zahl"
"202403","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","352,81","353"
"202403","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","1226,818","1.227"
"202403","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","874,008","874"
"202403","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","164,287","164"
"202403","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","182,331","182"
"202403","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","85,134","85"
"202403","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","14,417","14"
"202403","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","2,98","3"
"202403","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","11,942","12"
"202403","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","68,995","69"
"202403","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","59,69","60"
"202403","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","27,632","28"
"202403","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","40,196","40"
"202403","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","38,805","39"
"202403","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","20,684","21"
"202403","Deutschland","Zugang","Ölsaaten","andere Ölsaaten","Ölmühlen","insgesamt","","","","1.000 t","214,16","214"
"202403","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","aus EU (einschließlich Deutschland)","","","","1.000 t","837,679","838"
"202403","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","insgesamt","","","","1.000 t","1039,15","1.039"
"202403","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","ausländischer Herkunft","","","","1.000 t","426,74","427"
"202403","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","inländischer Herkunft","","","","1.000 t","398,25","398"
"202403","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","insgesamt","","","","1.000 t","824,99","825"
"202402","Deutschland","Bestände","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","17,724","18"
"202402","Deutschland","Bestände","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","15,015","15"
"202402","Deutschland","Bestände","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","81,015","81"
"202402","Deutschland","Bestände","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","113,754","114"
"202402","Deutschland","Bestände","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t",".","0"
"202402","Deutschland","Bestände","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t",".","0"
"202402","Deutschland","Bestände","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","39,471","39"
"202402","Deutschland","Bestände","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t",".","0"
"202402","Deutschland","Bestände","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t",".","0"
"202402","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","372,153","372"
"202402","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","1687,358","1.687"
"202402","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","42,628","43"
"202402","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","114,437","114"
"202402","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","71,809","72"
"202402","Deutschland","Einkäufe","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","1,724","2"
"202402","Deutschland","Einkäufe","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","0,19","0"
"202402","Deutschland","Einkäufe","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","1,417","1"
"202402","Deutschland","Einkäufe","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","3,331","3"
"202402","Deutschland","Einkäufe","Ölsaaten","andere Ölsaaten","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","5,777","6"
"202402","Deutschland","Einkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","109,764","110"
"202402","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Margarine","Margarinehersteller","","","","","1.000 t","24,364","24"
"202402","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Speisefette","Speisefetthersteller","","","","","1.000 t",".","0"
"202402","Deutschland","Herstellung","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","232,014","232"
"202402","Deutschland","Herstellung","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","682,818","683"
"202402","Deutschland","Herstellung","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","450,804","451"
"202402","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","61,899","62"
"202402","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","416,674","417"
"202402","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","354,775","355"
"202402","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","301,39","301"
"202402","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","1111,744","1.112"
"202402","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","810,354","810"
"202402","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","148,82","149"
"202402","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","172,416","172"
"202402","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","89,724","90"
"202402","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","15,038","15"
"202402","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","2,98","3"
"202402","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","10,877","11"
"202402","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","78,588","79"
"202402","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","56,196","56"
"202402","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","30,207","30"
"202402","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","42,844","43"
"202402","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","37,512","38"
"202402","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","22,176","22"
"202402","Deutschland","Zugang","Ölsaaten","andere Ölsaaten","Ölmühlen","insgesamt","","","","1.000 t","343,644","344"
"202402","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","aus EU (einschließlich Deutschland)","","","","1.000 t","836,132","836"
"202402","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","insgesamt","","","","1.000 t","1181,106","1.181"
"202402","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","ausländischer Herkunft","","","","1.000 t","496,366","496"
"202402","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","inländischer Herkunft","","","","1.000 t","341,096","341"
"202402","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","insgesamt","","","","1.000 t","837,462","837"
"202401","Deutschland","Bestände","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","17,974","18"
"202401","Deutschland","Bestände","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","9,052","9"
"202401","Deutschland","Bestände","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","98,619","99"
"202401","Deutschland","Bestände","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","125,645","126"
"202401","Deutschland","Bestände","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t",".","0"
"202401","Deutschland","Bestände","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t",".","0"
"202401","Deutschland","Bestände","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","37,533","38"
"202401","Deutschland","Bestände","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","282,556","283"
"202401","Deutschland","Bestände","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","632,338","632"
"202401","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","349,782","350"
"202401","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","1774,171","1.774"
"202401","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","34,121","34"
"202401","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","103,898","104"
"202401","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","69,777","70"
"202401","Deutschland","Einkäufe","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","1,413","1"
"202401","Deutschland","Einkäufe","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","0,148","0"
"202401","Deutschland","Einkäufe","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","1,664","2"
"202401","Deutschland","Einkäufe","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","3,225","3"
"202401","Deutschland","Einkäufe","Ölsaaten","andere Ölsaaten","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","3,263","3"
"202401","Deutschland","Einkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","92,352","92"
"202401","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Margarine","Margarinehersteller","","","","","1.000 t","22,725","23"
"202401","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Speisefette","Speisefetthersteller","","","","","1.000 t",".","0"
"202401","Deutschland","Herstellung","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","238,722","239"
"202401","Deutschland","Herstellung","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","698,386","698"
"202401","Deutschland","Herstellung","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","459,664","460"
"202401","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","62,592","63"
"202401","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","421,32","421"
"202401","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","358,728","359"
"202401","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","308,726","309"
"202401","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","1130,099","1.130"
"202401","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","821,373","821"
"202401","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","161,453","161"
"202401","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","188,959","189"
"202401","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","90,741","91"
"202401","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","17,482","17"
"202401","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","3,108","3"
"202401","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","13,082","13"
"202401","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","83,461","83"
"202401","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","57,382","57"
"202401","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","29,012","29"
"202401","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","47,66","48"
"202401","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","38,382","38"
"202401","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","21,001","21"
"202401","Deutschland","Zugang","Ölsaaten","andere Ölsaaten","Ölmühlen","insgesamt","","","","1.000 t","250,357","250"
"202401","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","aus EU (einschließlich Deutschland)","","","","1.000 t","807,959","808"
"202401","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","insgesamt","","","","1.000 t","1080,283","1.080"
"202401","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","ausländischer Herkunft","","","","1.000 t","509,359","509"
"202401","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","inländischer Herkunft","","","","1.000 t","320,567","321"
"202401","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","insgesamt","","","","1.000 t","829,926","830"
"202313","Deutschland","Bestände","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","4,838","5"
"202313","Deutschland","Bestände","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","21,01","21"
"202313","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","16,172","16"
"202313","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t",".","0"
"202313","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","7,3309999999999995","7"
"202313","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t",".","0"
"202313","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Margarine","Margarinehersteller","","","","","1.000 t","0","0"
"202313","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Speisefette","Speisefetthersteller","","","","","1.000 t",".","0"
"202313","Deutschland","Herstellung","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","12,601","13"
"202313","Deutschland","Herstellung","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","31,528","32"
"202313","Deutschland","Herstellung","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","18,927","19"
"202313","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","8,034","8"
"202313","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","19,037","19"
"202313","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","11,003","11"
"202313","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","21,359","21"
"202313","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","51,474000000000004","51"
"202313","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","30,115","30"
"202313","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","-","0"
"202313","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","-","0"
"202313","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","-","0"
"202313","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","1,382","1"
"202313","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","21,23","21"
"202313","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","4,211","4"
"202313","Deutschland","Zugang","Ölsaaten","andere Ölsaaten","Ölmühlen","insgesamt","","","","1.000 t","14,915","15"
"202313","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","aus EU (einschließlich Deutschland)","","","","1.000 t","41,382","41"
"202313","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","insgesamt","","","","1.000 t","46,205","46"
"202313","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","ausländischer Herkunft","","","","1.000 t","2,537","3"
"202313","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","inländischer Herkunft","","","","1.000 t","28,753","29"
"202313","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","insgesamt","","","","1.000 t","31,29","31"
"202312","Deutschland","Bestände","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","42,938","43"
"202312","Deutschland","Bestände","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","12,536999999999999","13"
"202312","Deutschland","Bestände","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","155,71","156"
"202312","Deutschland","Bestände","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","211,18500000000003","211"
"202312","Deutschland","Bestände","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t",".","0"
"202312","Deutschland","Bestände","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t",".","0"
"202312","Deutschland","Bestände","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","65,931","66"
"202312","Deutschland","Bestände","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","342,219","342"
"202312","Deutschland","Bestände","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","690,531","691"
"202312","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","348,312","348"
"202312","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","1369,58","1.370"
"202312","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","40,159","40"
"202312","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","134,195","134"
"202312","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","94,036","94"
"202312","Deutschland","Einkäufe","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","4,468","4"
"202312","Deutschland","Einkäufe","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","0,252","0"
"202312","Deutschland","Einkäufe","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","3,502","4"
"202312","Deutschland","Einkäufe","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","8,017","8"
"202312","Deutschland","Einkäufe","Ölsaaten","andere Ölsaaten","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","4,437","4"
"202312","Deutschland","Einkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","79,352","79"
"202312","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Margarine","Margarinehersteller","","","","","1.000 t","19,94","20"
"202312","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Speisefette","Speisefetthersteller","","","","","1.000 t",".","0"
"202312","Deutschland","Herstellung","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t",".","0"
"202312","Deutschland","Herstellung","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t",".","0"
"202312","Deutschland","Herstellung","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","483,276","483"
"202312","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t",".","0"
"202312","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t",".","0"
"202312","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","375,201","375"
"202312","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t",".","0"
"202312","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t",".","0"
"202312","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","861,713","862"
"202312","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","137,684","138"
"202312","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","174,55","175"
"202312","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","94,003","94"
"202312","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","15,275","15"
"202312","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","3,62","4"
